Due_date,Due_month,Due_band,Tenure_band,new_old,disbursal_category,reloan_type,payment_tenure,state,zone,cnt_due,amt_due,cnt_paid,collection_amount,sanction_amount
2026-03-30,2026-03-01,<10K,16-25D,Old,NF,re_loan_normal_approved,minus_15,PUNJAB,North,0,0.0,0,1198,2600.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_12,MAHARASHTRA,West,1,1342.0,1,1342,1100.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_13,BIHAR,East,1,3050.0,1,3050,2500.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_2,BIHAR,East,3,105630.0,3,105630,88500.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,B,,DD,TELANGANA,South,2,32457.0,2,32457,26700.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,B,,minus_1,ANDHRA PRADESH,South,0,0.0,0,5330,36000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_2,TELANGANA,South,4,138300.0,4,138300,115000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_4,TAMIL NADU,South,2,32700.0,2,32700,27000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,E,,DD,MAHARASHTRA,West,2,66800.0,2,66800,55000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_9,RAJASTHAN,North,4,31300.0,4,31300,26000.0
2026-03-30,2026-03-01,20K-30K,21-25D,New,A,,DD,JHARKHAND,East,1,20740.0,1,20740,17000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_9,,,2,8726.0,2,8640,7300.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_15,,,0,0.0,0,86,1300.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_5,KARNATAKA,South,3,44920.0,3,44920,37000.0
2026-03-30,2026-03-01,30K-40K,<15D,New,A,,minus_7,TELANGANA,South,4,144900.0,4,144900,120000.0
2026-03-30,2026-03-01,<10K,<15D,New,B,,minus_10,MAHARASHTRA,West,2,10500.0,2,10500,9000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_4,GUJARAT,West,3,20580.0,3,20520,17000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_7,TAMIL NADU,South,1,14640.0,1,17640,27000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_3,GUJARAT,West,2,72658.0,2,72658,59800.0
2026-03-30,2026-03-01,<10K,>45D,New,F,,plus_1,UTTAR PRADESH,North,3,21560.0,0,16120,23000.0
2026-03-30,2026-03-01,<10K,<15D,New,B,,minus_9,UTTARAKHAND,North,1,9638.0,1,9638,7900.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_7,MAHARASHTRA,West,5,35170.0,5,35420,35800.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_8,MAHARASHTRA,West,3,16340.0,3,17090,26000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,minus_4,GUJARAT,West,2,28862.0,2,28862,23800.0
2026-03-30,2026-03-01,<10K,<15D,New,A,,minus_14,CHHATTISGARH,East,1,8540.0,1,8540,7000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,B,,plus_1,TAMIL NADU,South,0,0.0,0,48350,80000.0
2026-03-30,2026-03-01,30K-40K,<15D,New,A,,minus_9,TAMIL NADU,South,3,107700.0,3,107700,120000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,F,,minus_1,PUNJAB,North,1,17812.0,1,17812,14600.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_7,ANDHRA PRADESH,South,2,28320.0,2,33020,54000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,F,,minus_7,MAHARASHTRA,West,1,14152.0,1,14152,11600.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_10,ANDHRA PRADESH,South,1,1170.0,1,3170,7000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,minus_6,DELHI,North,1,25986.0,1,25986,21300.0
2026-03-30,2026-03-01,<10K,>45D,New,C,,plus_11_15,MADHYA PRADESH,West,2,15860.0,0,1224,21000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_3,TAMIL NADU,South,2,15710.0,2,15650,13000.0
2026-03-30,2026-03-01,20K-30K,21-25D,New,A,,DD,GUJARAT,West,1,20740.0,1,20740,17000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,plus_1,ANDHRA PRADESH,South,2,32550.0,2,35520,27000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_2,HARYANA,North,2,8390.0,2,8390,7000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_2,ANDHRA PRADESH,South,2,16840.0,2,16840,14000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_7,PUNJAB,North,1,17568.0,1,17568,14400.0
2026-03-30,2026-03-01,<10K,21-25D,New,E,,plus_2,MAHARASHTRA,West,2,13360.0,2,14910,21000.0
2026-03-30,2026-03-01,<10K,16-25D,New,A,,minus_2,TELANGANA,South,1,7930.0,1,7930,6500.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,A,,DD,WEST BENGAL,East,1,16104.0,1,16104,13200.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_9,UTTAR PRADESH,North,2,10392.0,2,4892,8700.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,plus_3,UTTAR PRADESH,North,2,66550.0,0,66800,55000.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_7,UTTAR PRADESH,North,5,34156.0,5,34156,29100.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_2,ANDHRA PRADESH,South,2,32370.0,2,32390,39000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_8,ANDHRA PRADESH,South,2,16940.0,2,16940,14000.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,minus_1,KARNATAKA,South,3,22591.0,3,22591,18900.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_4,TELANGANA,South,1,1815.0,1,1815,1500.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_12,GUJARAT,West,1,16940.0,1,16940,14000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_1,MAHARASHTRA,West,5,40590.0,5,40590,34000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_7,PUNJAB,North,3,47114.0,3,47114,39800.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,minus_1,TELANGANA,South,4,27530.0,4,18325,52000.0
2026-03-30,2026-03-01,<10K,21-25D,New,B,,DD,MAHARASHTRA,West,1,7139.0,1,7039,5900.0
2026-03-30,2026-03-01,<10K,21-25D,New,B,,minus_9,MAHARASHTRA,West,0,0.0,0,100,5900.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_6,KERALA,South,2,15530.0,2,15530,13000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_1,TAMIL NADU,South,1,11979.0,1,11979,9900.0
2026-03-30,2026-03-01,30K-40K,<15D,New,B,,minus_7,MAHARASHTRA,West,2,61785.0,2,61785,51500.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_1,ANDHRA PRADESH,South,3,108000.0,3,127000,120000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_9,TAMIL NADU,South,2,8507.0,2,8507,7100.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_1,DELHI,North,2,66550.0,2,66550,55000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_13,RAJASTHAN,North,1,1331.0,1,1331,1100.0
2026-03-30,2026-03-01,<10K,16-25D,New,A,,minus_5,PUNJAB,North,1,1815.0,1,1815,1500.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_2,UTTAR PRADESH,North,1,18150.0,1,5150,27000.0
2026-03-30,2026-03-01,20K-30K,21-25D,New,A,,DD,KERALA,South,1,29524.0,1,29524,24400.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,minus_1,KERALA,South,2,34610.0,2,34610,29000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_1,UTTAR PRADESH,North,2,29040.0,2,33940,72000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_10,MAHARASHTRA,West,1,14520.0,1,14752,21600.0
2026-03-30,2026-03-01,<10K,16-25D,Old,F,re_loan_normal_approved,minus_3,KERALA,South,1,2904.0,1,2904,2400.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,E,,DD,KARNATAKA,South,1,30250.0,1,30250,50000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_3,UTTAR PRADESH,North,2,36150.0,2,36650,42000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,minus_5,JHARKHAND,East,1,24805.0,1,24805,20500.0
2026-03-30,2026-03-01,10K-20K,<15D,New,E,,minus_7,UTTAR PRADESH,North,1,15851.0,1,15841,13100.0
2026-03-30,2026-03-01,10K-20K,<15D,New,E,,minus_11,UTTAR PRADESH,North,0,0.0,0,10,13100.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_7,GUJARAT,West,4,33966.0,4,33966,28600.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,minus_2,JHARKHAND,East,2,15680.0,2,15680,13000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_9,MAHARASHTRA,West,5,31680.0,5,31880,32000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_1,TAMIL NADU,South,3,40560.0,3,40560,34000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_2,BIHAR,East,1,14520.0,1,29520,27000.0
2026-03-30,2026-03-01,<10K,<15D,New,B,,minus_10,KERALA,South,1,9801.0,1,9801,8100.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_6,UTTAR PRADESH,North,6,33391.0,6,33381,28100.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_8,KARNATAKA,South,3,23440.0,3,25440,28000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_1,TELANGANA,South,3,41020.0,3,36500,34000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_1,TELANGANA,South,4,143100.0,4,143100,120000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_4,UTTAR PRADESH,North,3,19310.0,3,19310,21000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_2,DELHI,North,2,65950.0,2,65950,55000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_7,NA,Others,1,1573.0,1,1573,1300.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_1,ANDHRA PRADESH,South,4,52320.0,4,52320,44000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_7,KARNATAKA,South,2,12990.0,2,10990,19000.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,minus_2,TAMIL NADU,South,1,6897.0,1,6897,5700.0
2026-03-30,2026-03-01,<10K,<15D,New,B,,minus_6,CHANDIGARH,North,1,6171.0,1,6171,5100.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,minus_1,ANDHRA PRADESH,South,3,24890.0,3,24890,21000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_1,KARNATAKA,South,2,16820.0,2,16820,14000.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,minus_2,UTTAR PRADESH,North,2,17586.0,2,17586,14700.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,plus_8_10,TAMIL NADU,South,1,12705.0,1,14700,10500.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,minus_2,DELHI,North,1,2299.0,1,2299,1900.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,ANDHRA PRADESH,South,4,58800.0,4,58800,49400.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_1,UTTAR PRADESH,North,3,20240.0,3,20240,17000.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,minus_1,DELHI,North,2,10890.0,2,10890,9000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_10,TELANGANA,South,3,43751.0,3,43751,37100.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,plus_2,TAMIL NADU,South,1,11374.0,1,7452,9400.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,plus_1,TAMIL NADU,South,0,0.0,0,5000,9400.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_7,UTTAR PRADESH,North,5,16958.0,5,15958,14600.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,minus_1,MAHARASHTRA,West,2,19002.0,2,19002,15900.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_8,UTTAR PRADESH,North,5,31680.0,5,32680,28500.0
2026-03-30,2026-03-01,<10K,16-25D,Old,NF,re_loan_normal_approved,minus_4,MAHARASHTRA,West,1,7139.0,1,7139,5900.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,DD,ANDHRA PRADESH,South,3,70800.0,3,91800,165000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,DD,ANDHRA PRADESH,South,2,25980.0,2,25980,21900.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_6,GUJARAT,West,2,16700.0,2,16700,14000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,minus_1,MAHARASHTRA,West,1,14640.0,1,14640,12200.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,DD,TAMIL NADU,South,4,141900.0,4,141900,120000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,C,,minus_8,RAJASTHAN,North,2,48238.0,2,48238,40200.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,B,,plus_1,HIMACHAL PRADESH,North,1,31702.0,1,27480,78600.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,B,,DD,HIMACHAL PRADESH,North,0,0.0,0,5000,26200.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,B,,minus_3,HIMACHAL PRADESH,North,0,0.0,0,1000,26200.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,B,,minus_9,HIMACHAL PRADESH,North,0,0.0,0,400,26200.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_1,TAMIL NADU,South,2,30376.0,2,30376,25400.0
2026-03-30,2026-03-01,<10K,>45D,New,B,,plus_90+,MADHYA PRADESH,West,2,16220.0,0,,14000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,DD,TELANGANA,South,4,54560.0,4,59560,56000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_9,HARYANA,North,2,16700.0,2,16700,14000.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,minus_3,KARNATAKA,South,2,10810.0,2,10810,9000.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_8,KARNATAKA,South,1,1452.0,1,1452,1200.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_1,MADHYA PRADESH,West,1,18840.0,1,18840,15700.0
2026-03-30,2026-03-01,10K-20K,<15D,New,E,,minus_6,RAJASTHAN,North,3,41650.0,3,41650,35000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,DD,ANDHRA PRADESH,South,9,315434.0,9,296434,266300.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,F,re_loan_normal_approved,plus_90+,KARNATAKA,South,1,15730.0,0,,13000.0
2026-03-30,2026-03-01,<10K,>45D,New,H,,minus_5,KERALA,South,1,6480.0,0,600,5400.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_1,TELANGANA,South,2,14118.0,2,14118,11800.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_13,KERALA,South,1,7800.0,1,7800,6500.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_13,TAMIL NADU,South,1,9600.0,1,10560,14000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_1,HARYANA,North,1,18000.0,1,18000,45000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_5,GUJARAT,West,2,15600.0,2,15600,13000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,E,,DD,TELANGANA,South,2,24744.0,2,24744,20800.0
2026-03-30,2026-03-01,<10K,16-25D,New,C,,minus_9,TELANGANA,South,0,0.0,0,2000,15400.0
2026-03-30,2026-03-01,10K-20K,>45D,New,E,,plus_21_25,BIHAR,East,1,15600.0,0,2000,13000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,E,,plus_4,BIHAR,East,0,0.0,0,420,13000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_7,UTTAR PRADESH,North,3,39180.0,3,39180,33000.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,DD,RAJASTHAN,North,1,5400.0,1,1600,4500.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,minus_15,RAJASTHAN,North,0,0.0,0,3800,9000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_2,MAHARASHTRA,West,2,29160.0,2,29160,24400.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,DD,RAJASTHAN,North,4,27210.0,4,27210,33000.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,DD,MAHARASHTRA,West,9,59160.0,9,59160,50000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_1,GUJARAT,West,1,14400.0,1,19400,27000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,B,,plus_2,BIHAR,East,1,10800.0,1,11880,9000.0
2026-04-29,2026-04-01,10K-20K,>45D,New,B,,plus_90+,UTTAR PRADESH,North,20,311120.0,0,,234000.0
2026-04-29,2026-04-01,>40K,>45D,New,B,,plus_90+,ANDHRA PRADESH,South,1,44400.0,0,,29600.0
2026-04-29,2026-04-01,<10K,>45D,New,D,,plus_90+,,,4,35400.0,0,,26000.0
2026-04-29,2026-04-01,10K-20K,16-25D,New,E,,minus_15,TAMIL NADU,South,3,34800.0,3,34810,32000.0
2026-04-29,2026-04-01,30K-40K,>45D,New,A,,DD,TELANGANA,South,1,36000.0,1,68000,48200.0
2026-04-29,2026-04-01,<10K,26-30D,Old,F,re_loan_normal_approved,minus_15,RAJASTHAN,North,1,7500.0,1,7550,9000.0
2026-04-29,2026-04-01,30K-40K,>45D,Old,F,re_loan_normal_approved,plus_90+,MADHYA PRADESH,West,2,68400.0,0,,50000.0
2026-04-29,2026-04-01,<10K,>45D,New,F,,DD,UTTAR PRADESH,North,2,15150.0,1,14920,33500.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,minus_4,ODISHA,East,1,3480.0,1,3480,2900.0
2026-04-29,2026-04-01,30K-40K,>45D,New,B,,plus_90+,TELANGANA,South,8,290200.0,0,,225000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,DD,UTTAR PRADESH,North,7,99280.0,7,99280,84000.0
2026-04-29,2026-04-01,<10K,>45D,New,C,,plus_90+,MAHARASHTRA,West,12,93931.0,0,,69900.0
2026-04-29,2026-04-01,<10K,>45D,New,F,,plus_90+,HARYANA,North,12,89822.0,0,,68400.0
2026-04-29,2026-04-01,>40K,>45D,New,A,,plus_90+,TAMIL NADU,South,5,214500.0,0,,150000.0
2026-03-30,2026-03-01,<10K,>45D,New,B,,plus_90+,DELHI,North,2,16620.0,0,,14000.0
2026-04-29,2026-04-01,>40K,>45D,New,A,,plus_90+,TELANGANA,South,8,341250.0,0,,239500.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_6,UTTAR PRADESH,North,1,14040.0,1,14040,11700.0
2026-04-29,2026-04-01,10K-20K,>45D,New,D,,plus_7,GUJARAT,West,2,29520.0,1,26700,46000.0
2026-04-29,2026-04-01,20K-30K,<15D,Old,B,re_loan_normal_approved,minus_15,MAHARASHTRA,West,2,41874.0,2,41874,29400.0
2026-04-29,2026-04-01,20K-30K,>45D,New,C,,plus_90+,TAMIL NADU,South,14,340100.0,0,,260000.0
2026-04-29,2026-04-01,10K-20K,>45D,New,D,,plus_90+,DELHI,North,10,127830.0,0,,97000.0
2026-04-29,2026-04-01,10K-20K,>45D,New,C,,plus_3,MADHYA PRADESH,West,2,36900.0,1,38460,42000.0
2026-04-29,2026-04-01,10K-20K,>45D,New,D,,plus_90+,TAMIL NADU,South,28,379885.0,0,,286900.0
2026-04-29,2026-04-01,10K-20K,>45D,New,A,,plus_90+,MAHARASHTRA,West,9,158810.0,0,,121000.0
2026-04-29,2026-04-01,30K-40K,>45D,New,C,,plus_90+,KARNATAKA,South,7,258900.0,0,,200000.0
2026-04-29,2026-04-01,10K-20K,>45D,New,C,,plus_90+,TAMIL NADU,South,27,365333.0,0,,281800.0
2026-04-29,2026-04-01,10K-20K,>45D,New,D,,plus_90+,RAJASTHAN,North,26,354060.0,0,,272000.0
2026-04-29,2026-04-01,<10K,31-35D,Old,B,re_loan_normal_approved,minus_15,GUJARAT,West,1,8700.0,1,8700,5800.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_2,TAMIL NADU,South,2,64810.0,2,64810,54500.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_5,MAHARASHTRA,West,3,49620.0,3,49620,42000.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,minus_1,GUJARAT,West,4,27320.0,4,27320,23000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,B,,minus_5,ANDHRA PRADESH,South,2,53500.0,2,40500,85000.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,minus_1,UTTAR PRADESH,North,4,27330.0,4,27330,23000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,TELANGANA,South,6,42660.0,6,42660,41000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,DD,GUJARAT,West,3,106560.0,3,106560,89800.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_4,CHHATTISGARH,East,1,3720.0,1,3720,3100.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_5,MAHARASHTRA,West,2,15080.0,2,15080,13100.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,DD,JHARKHAND,East,2,47681.0,2,47681,39900.0
2026-03-30,2026-03-01,<10K,<15D,New,B,,minus_5,KARNATAKA,South,1,8400.0,1,7200,7000.0
2026-03-30,2026-03-01,<10K,<15D,New,B,,minus_15,KARNATAKA,South,0,0.0,0,1200,14000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,B,,DD,GUJARAT,West,4,131100.0,4,131100,110000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_3,KARNATAKA,South,1,32160.0,1,32160,26800.0
2026-03-30,2026-03-01,30K-40K,<15D,New,A,,minus_9,UTTAR PRADESH,North,1,35880.0,1,35880,29900.0
2026-03-30,2026-03-01,20K-30K,21-25D,New,A,,plus_1,RAJASTHAN,North,1,24840.0,1,27117,20700.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_7,DELHI,North,2,11178.0,2,11178,9400.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_1,BIHAR,East,3,48420.0,3,48420,55600.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,GUJARAT,West,4,32504.0,4,32504,27400.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,TAMIL NADU,South,3,42720.0,3,52720,51000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,DD,MAHARASHTRA,West,5,124150.0,5,124150,105000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_1,UTTAR PRADESH,North,1,18120.0,1,18120,15100.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,MAHARASHTRA,West,6,93700.0,6,93700,79000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,B,,DD,TAMIL NADU,South,2,64800.0,2,64800,55000.0
2026-03-30,2026-03-01,<10K,<15D,Old,C,re_loan_normal_approved,minus_9,GUJARAT,West,1,1800.0,1,1800,1500.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_7,KARNATAKA,South,2,14340.0,2,16840,17000.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,minus_3,MAHARASHTRA,West,2,15550.0,2,15550,13000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,A,,plus_90+,DELHI,North,3,41550.0,0,,35000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_5,HARYANA,North,3,38060.0,3,38060,32000.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,minus_1,HARYANA,North,1,3240.0,1,3240,2700.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,DD,TAMIL NADU,South,2,47920.0,2,47920,40600.0
2026-03-30,2026-03-01,10K-20K,<15D,Old,C,re_loan_normal_approved,minus_11,DELHI,North,1,12600.0,1,12600,21000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,GUJARAT,West,4,62983.0,4,57983,67700.0
2026-03-30,2026-03-01,20K-30K,<15D,New,B,,minus_6,MAHARASHTRA,West,1,24990.0,1,24990,21000.0
2026-03-30,2026-03-01,<10K,31-35D,New,D,,plus_11_15,MAHARASHTRA,West,1,8568.0,1,10296,7200.0
2026-03-30,2026-03-01,<10K,16-25D,New,A,,DD,MADHYA PRADESH,West,1,8400.0,1,8400,7000.0
2026-03-30,2026-03-01,<10K,<15D,Old,F,re_loan_normal_approved,minus_14,HARYANA,North,1,5760.0,1,5760,4800.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,DD,RAJASTHAN,North,5,65840.0,5,65840,56000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,DD,TAMIL NADU,South,5,73090.0,5,73090,62000.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,DD,MAHARASHTRA,West,3,22440.0,3,22440,19000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,B,,plus_90+,CHANDIGARH,North,4,141900.0,0,,120000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_6,GUJARAT,West,2,19000.0,2,19000,15900.0
2026-03-30,2026-03-01,<10K,<15D,New,A,,minus_8,CHANDIGARH,North,1,7920.0,1,7920,6600.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,E,,DD,UTTAR PRADESH,North,3,41750.0,3,41750,45000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,DD,MAHARASHTRA,West,4,62304.0,4,62304,53400.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_6,UTTAR PRADESH,North,3,22080.0,3,22080,18500.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_9,UTTAR PRADESH,North,4,28330.0,4,29330,29000.0
2026-03-30,2026-03-01,<10K,16-25D,New,C,,minus_1,GUJARAT,West,1,5040.0,1,5040,4200.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,DD,ODISHA,East,5,31990.0,5,31990,27200.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_2,TELANGANA,South,0,0.0,0,2800,9000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_8,TELANGANA,South,0,0.0,0,2000,9000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_5,MAHARASHTRA,West,1,18000.0,1,19000,24600.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,plus_1,KARNATAKA,South,3,81800.0,3,78400,70000.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,minus_2,UTTAR PRADESH,North,5,38150.0,5,38150,32000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,TAMIL NADU,South,4,30700.0,4,30700,26000.0
