Due_date,Due_month,Due_band,Tenure_band,new_old,disbursal_category,reloan_type,payment_tenure,state,zone,cnt_due,amt_due,cnt_paid,collection_amount,sanction_amount
2026-03-30,2026-03-01,>40K,31-35D,New,NF,,minus_2,UTTAR PRADESH,North,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,A,re_loan_normal_approved,minus_2,KARNATAKA,South,1,40800.0,1,40800,30000.0
2026-03-30,2026-03-01,>40K,26-30D,New,A,,minus_8,UTTARAKHAND,North,1,40800.0,1,40800,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,A,,DD,TAMIL NADU,South,1,40800.0,1,40800,30000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,minus_1,DELHI,North,3,40700.0,3,40700,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,A,,plus_1,ANDHRA PRADESH,South,1,40800.0,1,10900,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,A,,minus_7,ANDHRA PRADESH,South,0,0.0,0,10000,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_1,UTTAR PRADESH,North,1,40800.0,1,40800,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_1,GUJARAT,West,1,40800.0,1,40800,30000.0
2026-03-30,2026-03-01,20K-30K,36-40D,New,D,,plus_1,CHHATTISGARH,East,1,20400.0,1,17610,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_4,ANDHRA PRADESH,South,1,40800.0,1,40800,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,C,,minus_1,TAMIL NADU,South,1,40800.0,1,40800,30000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,D,,plus_21_25,BIHAR,East,3,38440.0,0,22600,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,NF,,minus_2,HARYANA,North,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,D,,minus_3,HARYANA,North,1,40800.0,0,1000,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,D,,minus_4,HARYANA,North,0,0.0,0,8000,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,D,,minus_5,HARYANA,North,0,0.0,0,20000,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,D,,minus_10,HARYANA,North,0,0.0,0,1000,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,A,,plus_3,GUJARAT,West,1,40800.0,1,7910,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,A,,plus_2,GUJARAT,West,0,0.0,0,7200,30000.0
2026-03-30,2026-03-01,>40K,>45D,Old,A,re_loan_normal_approved,plus_90+,ODISHA,East,1,40800.0,0,,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,C,,minus_1,MAHARASHTRA,West,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,20K-30K,36-40D,New,B,,plus_1,GUJARAT,West,1,20400.0,1,19830,30000.0
2026-03-30,2026-03-01,>40K,<15D,New,NF,,minus_15,PUNJAB,North,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,26-30D,New,A,,minus_5,UTTARAKHAND,North,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_1,RAJASTHAN,North,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_3,ANDHRA PRADESH,South,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,D,re_loan_normal_approved,minus_2,ODISHA,East,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_2,RAJASTHAN,North,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,B,,minus_3,UTTAR PRADESH,North,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_2,MAHARASHTRA,West,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,DD,KARNATAKA,South,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,A,,plus_4,TAMIL NADU,South,1,40500.0,1,44700,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_1,BIHAR,East,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,26-30D,Old,A,re_loan_normal_approved,minus_8,UTTAR PRADESH,North,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_1,MAHARASHTRA,West,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,A,re_loan_normal_approved,DD,MAHARASHTRA,West,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,21-25D,Old,A,re_loan_normal_approved,minus_10,ANDHRA PRADESH,South,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_1,KARNATAKA,South,1,40500.0,1,20000,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_5,KARNATAKA,South,0,0.0,0,2000,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_15,KARNATAKA,South,0,0.0,0,500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,A,re_loan_normal_approved,minus_1,MAHARASHTRA,West,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,>45D,Old,H,re_loan_normal_approved,plus_90+,TELANGANA,South,1,40500.0,0,,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,B,,plus_1,KERALA,South,1,40500.0,1,43800,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,DD,DELHI,North,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,B,,minus_3,KERALA,South,1,40200.0,1,30200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,B,,minus_9,KERALA,South,0,0.0,0,10000,30000.0
2026-03-30,2026-03-01,>40K,41-45D,Old,B,re_loan_normal_approved,plus_7,KERALA,South,1,40200.0,1,45300,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,A,,plus_11_15,UTTARAKHAND,North,1,40500.0,0,30000,30000.0
2026-03-30,2026-03-01,>40K,21-25D,New,A,,minus_12,ODISHA,East,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,A,,plus_8_10,TELANGANA,South,0,0.0,0,10000,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,A,,plus_6,TELANGANA,South,0,0.0,0,10000,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,A,,plus_5,TELANGANA,South,0,0.0,0,10000,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,DD,UTTARAKHAND,North,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,D,,plus_3,ODISHA,East,1,40500.0,0,25000,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,D,,DD,ODISHA,East,0,0.0,0,5000,30000.0
2026-03-30,2026-03-01,>40K,26-30D,New,A,,minus_5,MADHYA PRADESH,West,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,DD,MAHARASHTRA,West,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,21-25D,New,A,,minus_12,ANDHRA PRADESH,South,1,40500.0,1,40500,30000.0
2026-03-30,2026-03-01,>40K,21-25D,New,B,,minus_10,BIHAR,East,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,A,re_loan_normal_approved,DD,DELHI,North,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,B,re_loan_normal_approved,minus_1,RAJASTHAN,North,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,E,re_loan_normal_approved,DD,RAJASTHAN,North,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_2,GUJARAT,West,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,21-25D,New,B,,minus_12,GOA,West,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,A,re_loan_normal_approved,minus_2,MAHARASHTRA,West,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,C,,plus_3,UTTAR PRADESH,North,1,40200.0,1,44100,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,B,,plus_16_20,ANDHRA PRADESH,South,1,40200.0,0,15000,30000.0
2026-03-30,2026-03-01,>40K,>45D,New,A,,minus_12,TAMIL NADU,South,1,40200.0,0,20200,30000.0
2026-03-30,2026-03-01,>40K,>45D,Old,H,re_loan_normal_approved,plus_90+,TAMIL NADU,South,1,40200.0,0,,30000.0
2026-03-30,2026-03-01,>40K,>45D,Old,A,re_loan_normal_approved,plus_3,JHARKHAND,East,0,0.0,0,2900,30000.0
2026-03-30,2026-03-01,>40K,26-30D,New,A,,minus_4,PUNJAB,North,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,41-45D,Old,E,re_loan_normal_approved,plus_7,RAJASTHAN,North,1,40200.0,1,45300,30000.0
2026-03-30,2026-03-01,>40K,36-40D,New,A,,plus_2,DELHI,North,1,40200.0,0,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,D,,DD,RAJASTHAN,North,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,minus_1,TAMIL NADU,South,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,21-25D,New,A,,minus_9,MAHARASHTRA,West,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,>45D,Old,B,re_loan_normal_approved,plus_90+,RAJASTHAN,North,1,40200.0,0,,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,DD,MADHYA PRADESH,West,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,E,,DD,MADHYA PRADESH,West,1,40200.0,1,10200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,E,,minus_1,MADHYA PRADESH,West,0,0.0,0,30000,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,D,,DD,ANDHRA PRADESH,South,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,DD,DELHI,North,3,39900.0,3,39900,30000.0
2026-03-30,2026-03-01,>40K,>45D,Old,E,re_loan_normal_approved,plus_16_20,PUNJAB,North,1,40200.0,0,30000,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,A,re_loan_normal_approved,DD,KARNATAKA,South,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,>40K,31-35D,New,A,,DD,TAMIL NADU,South,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_10,UTTAR PRADESH,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,>40K,31-35D,Old,A,re_loan_normal_approved,DD,ODISHA,East,1,40200.0,1,40200,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,A,re_loan_normal_approved,minus_2,JHARKHAND,East,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,minus_13,MAHARASHTRA,West,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,<15D,Old,A,re_loan_normal_approved,minus_15,DELHI,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,A,re_loan_normal_approved,plus_16_20,TAMIL NADU,South,1,39900.0,0,14500,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,A,re_loan_normal_approved,plus_11_15,TAMIL NADU,South,0,0.0,0,10732,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,A,re_loan_normal_approved,plus_8_10,TAMIL NADU,South,0,0.0,0,5600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,DD,BIHAR,East,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,<15D,Old,C,re_loan_normal_approved,minus_15,RAJASTHAN,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,B,,minus_5,UTTAR PRADESH,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,B,,minus_10,JAMMU AND KASHMIR,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,A,re_loan_normal_approved,DD,TAMIL NADU,South,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,41-45D,New,D,,plus_11_15,ODISHA,East,1,39900.0,1,46200,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,C,,minus_5,TAMIL NADU,South,0,0.0,0,10000,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,C,,DD,GUJARAT,West,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_7,MAHARASHTRA,West,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,A,re_loan_normal_approved,minus_1,MAHARASHTRA,West,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,DD,ODISHA,East,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,B,,minus_1,UTTAR PRADESH,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,D,,minus_9,,,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_5,DELHI,North,1,39900.0,1,32400,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_13,DELHI,North,0,0.0,0,7500,30000.0
2026-03-30,2026-03-01,30K-40K,36-40D,New,B,,plus_5,MAHARASHTRA,West,1,39900.0,0,39900,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_6,UTTAR PRADESH,North,0,0.0,0,10000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_11,UTTAR PRADESH,North,0,0.0,0,1200,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_8,KERALA,South,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,B,re_loan_normal_approved,DD,KERALA,South,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,G,re_loan_normal_approved,plus_4,MAHARASHTRA,West,0,0.0,0,20000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_5,,,0,0.0,0,500,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_8,,,0,0.0,0,1500,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_9,,,0,0.0,0,1000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_10,,,0,0.0,0,1000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_12,,,0,0.0,0,500,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_13,,,0,0.0,0,1000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_14,,,0,0.0,0,500,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_6,MADHYA PRADESH,West,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,minus_2,PUDUCHERRY,South,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,C,,minus_1,TAMIL NADU,South,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,10K-20K,31-35D,Old,C,re_loan_normal_approved,minus_2,KARNATAKA,South,2,39900.0,2,39900,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,Old,A,re_loan_normal_approved,minus_10,UTTAR PRADESH,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,NF,re_loan_normal_approved,plus_90+,TAMIL NADU,South,1,39900.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,minus_4,GUJARAT,West,0,0.0,0,200,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,minus_6,GUJARAT,West,0,0.0,0,500,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,minus_8,GUJARAT,West,0,0.0,0,300,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,minus_10,GUJARAT,West,0,0.0,0,500,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,minus_11,GUJARAT,West,0,0.0,0,500,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_4,TAMIL NADU,South,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_9,,,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,C,,DD,KARNATAKA,South,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_4,UTTAR PRADESH,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_5,TELANGANA,South,1,39900.0,1,10000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_6,TELANGANA,South,0,0.0,0,26000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_7,TELANGANA,South,0,0.0,0,3900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,B,re_loan_normal_approved,minus_1,KARNATAKA,South,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,DD,CHHATTISGARH,East,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,B,,DD,HARYANA,North,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,B,re_loan_normal_approved,minus_3,MAHARASHTRA,West,1,39900.0,1,39900,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,B,re_loan_normal_approved,plus_90+,DELHI,North,1,39600.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,DD,PUNJAB,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,10K-20K,21-25D,Old,H,re_loan_normal_approved,minus_7,RAJASTHAN,North,1,13200.0,1,13200,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,B,,minus_1,ODISHA,East,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,<10K,21-25D,New,D,,minus_15,ANDHRA PRADESH,South,0,0.0,0,4,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,B,re_loan_normal_approved,plus_90+,TELANGANA,South,1,39600.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,Old,B,re_loan_normal_approved,minus_8,TELANGANA,South,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,C,re_loan_normal_approved,plus_3,DELHI,North,1,39600.0,0,39600,30000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,E,,minus_3,UTTAR PRADESH,North,1,19800.0,1,19700,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,A,,minus_7,TAMIL NADU,South,1,39600.0,0,3000,30000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,B,,minus_15,KARNATAKA,South,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_11,PUNJAB,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,D,,DD,RAJASTHAN,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,B,,plus_2,PUNJAB,North,1,39600.0,1,43200,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_5,MAHARASHTRA,West,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_8,ANDHRA PRADESH,South,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,B,,DD,,,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_2,RAJASTHAN,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,B,,minus_5,MAHARASHTRA,West,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,B,,minus_13,UTTAR PRADESH,North,1,39600.0,1,34500,30000.0
2026-03-30,2026-03-01,30K-40K,36-40D,Old,A,re_loan_normal_approved,plus_5,UTTAR PRADESH,North,1,39600.0,1,3300,30000.0
2026-03-30,2026-03-01,30K-40K,36-40D,Old,A,re_loan_normal_approved,plus_1,UTTAR PRADESH,North,0,0.0,0,39600,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,A,,plus_31_60,KARNATAKA,South,1,39600.0,0,15000,30000.0
2026-03-30,2026-03-01,30K-40K,36-40D,Old,A,re_loan_normal_approved,plus_5,PUNJAB,North,1,39600.0,1,3500,30000.0
2026-03-30,2026-03-01,30K-40K,36-40D,Old,A,re_loan_normal_approved,plus_3,PUNJAB,North,0,0.0,0,40000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_6,GUJARAT,West,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,16-25D,Old,E,re_loan_normal_approved,minus_14,RAJASTHAN,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,A,re_loan_normal_approved,minus_1,GUJARAT,West,0,0.0,0,15000,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,A,re_loan_normal_approved,minus_2,GUJARAT,West,0,0.0,0,10000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,E,re_loan_normal_approved,minus_2,UTTARAKHAND,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,A,re_loan_normal_approved,plus_3,CHHATTISGARH,East,1,39600.0,1,2900,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,A,,plus_3,ANDHRA PRADESH,South,1,39600.0,0,7000,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,A,,minus_12,ANDHRA PRADESH,South,0,0.0,0,23000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_4,DELHI,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,16-25D,Old,C,re_loan_normal_approved,minus_14,GUJARAT,West,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,minus_1,TELANGANA,South,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,A,,plus_3,HARYANA,North,1,39600.0,0,3000,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,A,,DD,HARYANA,North,0,0.0,0,27000,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_4,WEST BENGAL,East,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,E,re_loan_normal_approved,DD,TAMIL NADU,South,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,<15D,New,C,,minus_15,JHARKHAND,East,1,39600.0,1,30901,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,A,re_loan_normal_approved,minus_3,ANDHRA PRADESH,South,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,C,re_loan_normal_approved,plus_90+,TELANGANA,South,1,39600.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,D,,DD,HIMACHAL PRADESH,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_2,CHANDIGARH,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,E,re_loan_normal_approved,plus_1,MAHARASHTRA,West,1,39600.0,1,42900,30000.0
2026-03-30,2026-03-01,30K-40K,<15D,Old,A,re_loan_normal_approved,minus_15,TAMIL NADU,South,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,F,re_loan_normal_approved,minus_2,UTTAR PRADESH,North,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_8,BIHAR,East,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,A,re_loan_normal_approved,plus_90+,TAMIL NADU,South,1,39600.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,New,A,,minus_2,RAJASTHAN,North,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_6,TELANGANA,South,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,Old,A,re_loan_normal_approved,minus_9,GUJARAT,West,1,39600.0,1,39600,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,B,,minus_13,CHHATTISGARH,East,0,0.0,0,18000,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,B,,plus_90+,GOA,West,1,39300.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,C,re_loan_normal_approved,plus_1,KARNATAKA,South,1,39300.0,1,42600,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,E,re_loan_normal_approved,DD,UTTAR PRADESH,North,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,D,re_loan_normal_approved,minus_4,TELANGANA,South,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,C,,DD,MADHYA PRADESH,West,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,Old,D,re_loan_normal_approved,plus_90+,DELHI,North,1,39300.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,E,,DD,KARNATAKA,South,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,New,A,,DD,RAJASTHAN,North,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,A,re_loan_normal_approved,DD,HARYANA,North,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,26-30D,Old,B,re_loan_normal_approved,minus_2,GOA,West,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,DD,UTTAR PRADESH,North,3,38600.0,3,38600,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,C,,plus_90+,,,1,39300.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_6,KARNATAKA,South,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,B,re_loan_normal_approved,plus_90+,ANDHRA PRADESH,South,2,39000.0,0,,30000.0
2026-03-30,2026-03-01,30K-40K,21-25D,New,A,,minus_6,MAHARASHTRA,West,1,39300.0,1,39300,30000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,B,,plus_31_60,GOA,West,1,39300.0,0,39800,30000.0
2026-03-30,2026-03-01,30K-40K,31-35D,Old,B,re_loan_normal_approved,DD,HIMACHAL PRADESH,North,1,39300.0,1,39300,30000.0
